poster,recipient,relationship,tweet date,tweet id,tweet,hashtags,retweet status
candemathez,candemathez,tweet,tue oct 04 17:03:55 +0000 2016,783351959025754112,quiero ver gente que hable o diga algo del momento,[],False
u_oooo_u,u_oooo_u,tweet,tue oct 04 17:05:39 +0000 2016,783352395216646144,Я не хочу быть поводом для волнений,[],False
marcelosureno,bravomaverick,mentions,tue oct 04 17:19:00 +0000 2016,783355754875064320,rt @bravomaverick: yo también quiero postular al #mistertatuajetuitero2016 https://t.co/qf12qhe4in,['mistertatuajetuitero2016'],True
bronnie0bsessed,bronnie97,mentions,tue oct 04 17:19:16 +0000 2016,783355821967151104,rt @bronnie97: omg happy october 3rd and while you're seeing this tweet you may as well turn on ur notifs and watch my new cover😜🎶… ,[],True
ceciledenys,alexisevin51,reply,tue oct 04 17:21:41 +0000 2016,783356430132928514,@alexisevin51 @batfly51 bal trou ! tu veux qu'avec zoé on t'attende à midi ? ou pas,[],False
ceciledenys,batfly51,mentions,tue oct 04 17:21:41 +0000 2016,783356430132928514,@alexisevin51 @batfly51 bal trou ! tu veux qu'avec zoé on t'attende à midi ? ou pas,[],False
_mr_unicorn,_mr_unicorn,tweet,tue oct 04 17:22:12 +0000 2016,783356560164749312,https://t.co/fslespaml1,[],False
pendusays,truafridiyan,mentions,tue oct 04 17:23:24 +0000 2016,783356862167146498,rt @truafridiyan: #sunatohai moodi pagal ho gaya hey 😜,['sunatohai'],True
alias_tonio,astupido1,mentions,tue oct 04 17:26:44 +0000 2016,783357701023797248,"rt @astupido1: desde la tertulia de los  #wnscontiempo nace la pregunta
que es más pesado?",['wnscontiempo'],True
pendusays,malikrehan777,mentions,tue oct 04 17:29:15 +0000 2016,783358334376239104,"rt @malikrehan777: اک مدت سے میری ماں نہیں سوئی 

تابش 

میں نے اک بار کہا تھا مجھے ڈر لگتا ہے

#sunatohai",['sunatohai'],True
alyssa_swi,johnspatricc,mentions,tue oct 04 17:34:21 +0000 2016,783359617828990976,rt @johnspatricc: game of thrones: 7 juicy clues you might have missed in new... #gameofthrones https://t.co/eq4nwm14ig,['gameofthrones'],True
khaleesi_ren,khaleesi_ren,tweet,tue oct 04 17:44:49 +0000 2016,783362251851902977,i never was and never will be ready for end of #sherlock https://t.co/0yw6rsgi20,['sherlock'],False
cyntgolden,realgypsyninja,mentions,tue oct 04 17:45:22 +0000 2016,783362390255554560,i'm in the running to #win a #gameofthrones book set from @realgypsyninja #giveaway ! join for your chance to win! https://t.co/k22ybvicur,"['win', 'gameofthrones', 'giveaway']",False
bimmerella,shewhovotes,mentions,tue oct 04 17:52:05 +0000 2016,783364080568442880,"rt @shewhovotes: the only #octobersurprise around here is the not so great pumpkin, charlie brown https://t.co/eb9fuiqwdp",['octobersurprise'],True
_mr_unicorn,_mr_unicorn,tweet,tue oct 04 17:52:38 +0000 2016,783364218976346112,https://t.co/nagj0gcw6b,[],False
gstnnavarro,nosoyalexok,mentions,tue oct 04 17:54:37 +0000 2016,783364718090153984,rt @nosoyalexok: acá escribí lo que me pareció el primer capítulo de #westworld para @el_ladog : https://t.co/3fikxckieb https://t.co/7wyca…,['westworld'],True
gstnnavarro,el_ladog,mentions,tue oct 04 17:54:37 +0000 2016,783364718090153984,rt @nosoyalexok: acá escribí lo que me pareció el primer capítulo de #westworld para @el_ladog : https://t.co/3fikxckieb https://t.co/7wyca…,['westworld'],True
twdlannister,___lm_g_w_vl___,mentions,tue oct 04 17:58:07 +0000 2016,783365598902353920,"rt @___lm_g_w_vl___: @m_g_w_v

★ＲＥＴＷＥＥＴ

★ＩＦ

★ＹＯＵ

★ＦＯＬＬＯＷＢＡＣＫ

★#f4f

★#mgwv

★#teamfollowback

★#anotherfollowtrain

★#follow ☜~(●̮̃•)~☞…","['f4f', 'mgwv', 'teamfollowback', 'anotherfollowtrain', 'follow']",True
twdlannister,m_g_w_v,mentions,tue oct 04 17:58:07 +0000 2016,783365598902353920,"rt @___lm_g_w_vl___: @m_g_w_v

★ＲＥＴＷＥＥＴ

★ＩＦ

★ＹＯＵ

★ＦＯＬＬＯＷＢＡＣＫ

★#f4f

★#mgwv

★#teamfollowback

★#anotherfollowtrain

★#follow ☜~(●̮̃•)~☞…","['f4f', 'mgwv', 'teamfollowback', 'anotherfollowtrain', 'follow']",True
robbslilbitch,richmaddenfans,mentions,tue oct 04 17:59:11 +0000 2016,783365867325227008,rt @richmaddenfans: richard as robb stark. #richardmadden #gameofthrones https://t.co/mryha1ie6n,"['richardmadden', 'gameofthrones']",True
im_not_crying,iesbiansdaiiy,mentions,tue oct 04 18:00:09 +0000 2016,783366110607450112,rt @iesbiansdaiiy: https://t.co/iiaff234ck,[],True
va1ar_morghu1is,va1ar_morghu1is,tweet,tue oct 04 18:01:56 +0000 2016,783366559372828676,"помню,как все мои кремы были не кремами для лица или рук,
а кремами ДЛЯ УШЕЙ.",[],False
fxaial,fxaial,tweet,tue oct 04 18:07:49 +0000 2016,783368039987310596,يسعدك ربي على اخبار كذا 😍😭❤️❤️💜 https://t.co/gsb9oriy6o,[],False
hierarchize,daenerys,mentions,tue oct 04 18:15:26 +0000 2016,783369956767440896,rt @daenerys: https://t.co/2iu5hvzu8v,[],True
ygrose19,ygrose19,tweet,tue oct 04 18:16:45 +0000 2016,783370288138448896,"❤rose&amp;ygritte❤
#roseleslie #ygritte #gameofthrones https://t.co/rwi6kofp1d","['roseleslie', 'ygritte', 'gameofthrones']",False
justinmsloan,tinkfan25,reply,tue oct 04 18:19:05 +0000 2016,783370875311628288,@tinkfan25 next time we'll have to record love from disneyland - sounds like a good #instafreebie author bonding experience. any sponsors?,['instafreebie'],False
matthewellis99,daenerys,mentions,tue oct 04 18:19:21 +0000 2016,783370942424702976,rt @daenerys: https://t.co/2iu5hvzu8v,[],True
jaedoncasperjoy,robynemily96,reply,tue oct 04 18:24:13 +0000 2016,783372167190904832,@robynemily96 https://t.co/jn4750jjtk,[],False
drnickcc,gameofacademics,mentions,tue oct 04 18:27:03 +0000 2016,783372880222584835,"rt @gameofacademics: when you see a blatant attempt to plagiarize in an essay...

wonder if one day markers will be able to post feedbac… ",[],True
rs1320,daenerys,mentions,tue oct 04 18:28:25 +0000 2016,783373224155447296,rt @daenerys: https://t.co/2iu5hvzu8v,[],True
_mr_unicorn,_mr_unicorn,tweet,tue oct 04 18:28:26 +0000 2016,783373228328816640,https://t.co/ysddsluqif,[],False
vio_vigne,daenerys,mentions,tue oct 04 18:30:28 +0000 2016,783373740033867776,rt @daenerys: https://t.co/s4plxl45l0,[],True
deblynbode,gifsofthrones,mentions,tue oct 04 18:31:27 +0000 2016,783373987518619648,"rt @gifsofthrones: here, have some feels. https://t.co/sa3buwbngb",[],True
tinkfan25,justinmsloan,mentions,tue oct 04 18:33:38 +0000 2016,783374536951463936,"rt @justinmsloan: so excited to be interviewed for the #coffeeandcharacters blog! 

https://t.co/tb68mhvqbr

about my new book death… ",['coffeeandcharacters'],True
